Page URL;Country Code;Property Type Categories;Custom Label 1;Custom Label 2;Partner
https://travelarii.com/property/stardust-hotel;Us;hotel;price_2;review_score_3;booking.com
https://travelarii.com/property/notebook-miami-beach;Us;hotel;price_1;review_score_4;booking.com
https://travelarii.com/property/ohia-waikiki-studio-suites;Us;hotel;price_2;review_score_3;booking.com
https://travelarii.com/property/espacio-the-jewel-of-waikiki;Us;hotel;price_1;review_score_2;booking.com
https://travelarii.com/property/eden-roc-miami-beach;Us;resort;price_2;review_score_3;booking.com
https://travelarii.com/property/hotel-croydon;Us;hotel;price_2;review_score_2;booking.com
https://travelarii.com/property/the-miami-beach-edition;Us;hotel;price_3;review_score_2;booking.com
https://travelarii.com/property/abae-hotel-by-eskape-collection;Us;hotel;price_2;review_score_2;booking.com
https://travelarii.com/property/four-seasons-hotel-at-the-surf-club;Us;hotel;price_1;review_score_2;booking.com
https://travelarii.com/property/hilton-garden-inn-miami-south-beach;Us;hotel;price_2;review_score_3;booking.com
https://travelarii.com/property/residence-inn-by-marriott-miami-beach-south-beach;Us;hotel;price_2;review_score_2;booking.com
https://travelarii.com/property/boardwalk-beach-hotel;Us;hotel;price_1;review_score_4;booking.com
https://travelarii.com/property/sugar-sands-inn-suites-panama-city-beach;Us;hotel;price_1;review_score_3;booking.com
https://travelarii.com/property/seahaven-beach-hotel-panama-city-beach;Us;hotel;price_1;review_score_4;booking.com
https://travelarii.com/property/club-wyndham-panama-city-beach;Us;hotel;price_1;review_score_2;booking.com
https://travelarii.com/property/hampton-inn-suites-panama-city-beach-pier-park-area;Us;hotel;price_1;review_score_2;booking.com
https://travelarii.com/property/marriott-s-legends-edge-at-bay-point;Us;hotel;price_2;review_score_2;booking.com
