Slug,Country_Code,Property_Type_Categories,Review_score_base,Review_Score,USD_Price,Partner,Published
hotel-tivoli,it,Hotel,10,8.1,70,booking.com,True
a-train-hotel,nl,Hotel,10,8.5,90,booking.com,True
novotel-amsterdam-city,nl,Hotel,10,8.2,122,booking.com,True
savoia-jolanda,it,Hotel,10,8.7,219,booking.com,True
hotel-la-boheme,nl,Hotel,10,8.5,75,booking.com,True
di-ann-city-centre-hotel,nl,Hotel,10,5.3,54,booking.com,True
sina-centurion-palace,it,Hotel,10,8.7,373,booking.com,True
ozo-hotels-armada-amsterdam,nl,Hotel,10,6.9,76,booking.com,True
hotel-amsterdam-de-roode-leeuw,nl,Hotel,10,7.6,135,booking.com,True
hotel-farah-marrakech,ma,Hotel,10,7.0,72,booking.com,True
hilton-garden-inn-orlando-international-drive-north,us,Hotel,10,8.7,139,booking.com,True
gansevoort-meatpacking,us,['Hotel'],10,8.4,326,booking.com,True
holiday-inn-wall-street-an-ihg-hotel,us,['Hotel'],10,7.1,118,booking.com,True
courtyard-new-york-manhattan-upper-east-side,us,['Hotel'],10,7.7,159,booking.com,True
w-new-york-union-square,us,['Hotel'],10,7.7,287,booking.com,True
washington-square-hotel,us,['Hotel'],10,8.2,246,booking.com,True
hotel-aka-nomad,us,Hotel,10,8.4,170,booking.com,True
broadway-plaza-hotel,us,Hotel,10,8.7,116,booking.com,True
best-western-plus-hospitality-house-suites,us,Hotel,10,8.2,194,booking.com,True
warwick-new-york,us,Hotel,10,7.9,195,booking.com,True
hilton-club-new-york,us,['Hotel'],10,8.6,280,booking.com,True
douglas-fir-resort-chalets,ca,Hotel,10,7.5,100,booking.com,True
the-hidden-ridge-resort,ca,Hotel,10,7.9,131,booking.com,True
elk-avenue-hotel,ca,Hotel,10,8.2,110,booking.com,True
shangri-la-vancouver,ca,Hotel,10,8.7,302,booking.com,True
days-inn-by-wyndham-vancouver-downtown,ca,Hotel,10,6.6,125,booking.com,True
vancouver-marriott-pinnacle-downtown-hotel,ca,Hotel,10,8.1,175,booking.com,True
wedgewood-hotel-spa-relais-chateaux,ca,Hotel,10,9.1,207,booking.com,True
georgian-court-hotel-bw-premier-collection,ca,Hotel,10,8.6,139,booking.com,True
the-sutton-place-hotel-vancouver,ca,Hotel,10,8.4,142,booking.com,True
san-carlos-hotel-new-york,us,Hotel,10,8.8,183,booking.com,True
hotel-shocard-broadway-times-square,us,Hotel,10,7.4,80,booking.com,True
park-south-hotel-part-of-jdv-by-hyatt,us,Hotel,10,8.4,163,booking.com,True
hotel-st-james,us,['Hotel'],10,7.9,129,booking.com,True
the-tuscany-powered-by-luxurban,us,['Hotel'],10,7.4,109,booking.com,True
sonder-chambers,us,['Hotel'],10,8.3,325,booking.com,True
hilton-garden-inn-times-square,us,['Hotel'],10,8.5,149,booking.com,True
new-york-marriott-marquis,us,['Hotel'],10,8.2,223,booking.com,True
the-james-new-york-nomad,us,['Hotel'],10,8.1,176,booking.com,True
night-hotel-broadway,us,Hotel,10,6.2,112,booking.com,True
the-gardens-sonesta-es-suites-new-york,us,Hotel,10,8.2,270,booking.com,True
aka-sutton-place,us,Hotel,10,6.0,265,booking.com,True
old-city-viva-hotel,tr,Hotel,10,8.0,61,booking.com,True
sultanahmet-palace-hotel,tr,Hotel,10,8.6,120,booking.com,True
adamar-hotel-special-category,tr,Hotel,10,8.8,84,booking.com,True
up-viamonte-hotel,ar,Hotel,10,8.6,44,booking.com,True
nh-buenos-aires-florida,ar,Hotel,10,8.3,100,booking.com,True
nh-collection-buenos-aires-jousten,ar,Hotel,10,8.6,117,booking.com,True
kaya-istanbul-fair-convention,tr,Hotel,10,8.2,161,booking.com,True
sarnic-hotel-sarnic-premier-hotel-ottoman-mansion,tr,Hotel,10,7.8,73,booking.com,True
shining-angkor-boutique-hotel,kh,Hotel,10,8.0,34,booking.com,True
fcc-angkor-by-avani,kh,Hotel,10,9.5,235,booking.com,True
hotel-mystays-kyoto-shijo,jp,Hotel,10,8.3,38,booking.com,True
lotte-city-hotel-mapo,kr,Hotel,10,8.4,76,booking.com,True
imperial-palace-boutique-hotel,kr,Hotel,10,7.9,83,booking.com,True
rochester-hotel-classic,ar,Hotel,10,8.0,75,booking.com,True
the-listel-hotel-vancouver,ca,Hotel,10,8.4,152,booking.com,True
gec-granville-suites-downtown,ca,Hotel,10,7.4,109,booking.com,True
hotel-le-soleil-by-executive-hotels,ca,Hotel,10,8.5,140,booking.com,True
times-square-suites-hotel,ca,Hotel,10,9.2,132,booking.com,True
cassandra-hotel,ca,Hotel,10,7.2,114,booking.com,True
hilton-orlando-altamonte-springs,us,Hotel,10,8.4,161,booking.com,True
hampton-inn-suites-orlando-john-young-parkway-south-park,us,Hotel,10,8.8,108,booking.com,True
homewood-suites-by-hilton-orlando-ucf-area,us,Hotel,10,8.7,178,booking.com,True
hampton-inn-orlando-convention-center-international-drive-area,us,Hotel,10,8.4,93,booking.com,True
embassy-suites-by-hilton-orlando-international-drive-convention-center,us,Hotel,10,8.3,149,booking.com,True
the-hotel-beyaz-saray-spa,tr,Hotel,10,7.4,130,booking.com,True
raffles-grand-hotel-d-angkor,kh,Hotel,10,9.1,360,booking.com,True
sokha-angkor-resort,kh,Hotel,10,8.6,128,booking.com,True
sonalong-boutique-village-resort,kh,Hotel,10,8.5,69,booking.com,True
witt-istanbul-suites,tr,Hotel,10,9.5,209,booking.com,True
my-dora-hotel,tr,Hotel,10,8.7,83,booking.com,True
grand-ambiance-hotel,tr,Hotel,10,8.2,115,booking.com,True
angkor-panoramic-boutique-hotel,kh,Hotel,10,8.0,36,booking.com,True
palm-village-resort-spa,kh,Resort,10,8.6,61,booking.com,True
grand-intercontinental-seoul-parnas-an-ihg-hotel,kr,Hotel,10,9.0,294,booking.com,True
fraser-place-central-seoul,kr,Hotel,10,8.6,130,booking.com,True
intercontinental-seoul-coex-an-ihg-hotel,kr,Hotel,10,8.6,184,booking.com,True
citadines-kyoto-karasuma-gojo,jp,Hotel,10,8.8,65,booking.com,True
kizashi-the-suite,jp,Hotel,10,7.7,267,booking.com,True
fairmont-waterfront,ca,Hotel,10,8.4,199,booking.com,True
residence-inn-by-marriott-vancouver-downtown,ca,Hotel,10,8.6,126,booking.com,True
rosedale-on-robson-suite-hotel,ca,Hotel,10,8.4,147,booking.com,True
sandman-hotel-vancouver-downtown,ca,Hotel,10,6.7,106,booking.com,True
kensington-park-hotel,us,Hotel,10,8.3,149,booking.com,True
hotel-kabuki-part-of-jdv-by-hyatt,us,Hotel,10,8.4,224,booking.com,True
staypineapple-an-elegant-hotel-union-square,us,Hotel,10,8.3,101,booking.com,True
touchstone-hotel-city-center,us,Hotel,10,7.5,72,booking.com,True
1-hotel-san-francisco,us,Hotel,10,8.6,329,booking.com,True
hotel-spero,us,Hotel,10,8.5,118,booking.com,True
castle-bamboo-waikiki-hotel,us,Hotel,10,7.3,149,booking.com,True
aqua-aloha-surf-waikiki,us,Hotel,10,7.5,119,booking.com,True
wayfinder-waikiki,us,Hotel,10,8.4,179,booking.com,True
prince-waikiki,us,Hotel,10,8.9,323,booking.com,True
waikiki-monarch-hotel,us,Hotel,10,5.8,119,booking.com,True
kaimana-beach-hotel,us,Hotel,10,8.4,218,booking.com,True
mary-s-hotel-republique,fr,Hotel,10,7.9,86,booking.com,True
hotel-de-sevigne,fr,Hotel,10,8.5,99,booking.com,True
ibis-paris-avenue-d-italie-13eme,fr,Hotel,10,7.6,87,booking.com,True
ampere,fr,Hotel,10,8.7,156,booking.com,True
rodeway-inn-civic-center,us,Hotel,10,6.6,67,booking.com,True
hotel-north-beach,us,Hotel,10,6.4,42,booking.com,True
orchard-garden-hotel,us,Hotel,10,8.9,134,booking.com,True
orchard-hotel,us,Hotel,10,8.9,143,booking.com,True
motel-6-san-francisco-ca-fishermans-wharf,us,Hotel,10,6.4,74,booking.com,True
hotel-city-garden-amsterdam,nl,Hotel,10,7.1,46,booking.com,True
k-k-hotel-fenix,cz,Hotel,10,8.3,86,booking.com,True
panorama-hotel-prague,cz,Hotel,10,8.2,58,booking.com,True
hotel-milan,ar,Hotel,10,6.6,33,booking.com,True
725-continental-hotel,ar,Hotel,10,8.2,171,booking.com,True
hr-esmeralda-luxor,ar,Hotel,10,7.6,94,booking.com,True
ayacucho-palace-hotel,ar,Hotel,10,7.4,34,booking.com,True
gran-hotel-de-la-paix,ar,Hotel,10,7.1,54,booking.com,True
luxury-family-hotel-bila-labut,cz,Hotel,10,6.5,76,booking.com,True
city-central-de-luxe,cz,Hotel,10,7.4,33,booking.com,True
executive-hotel-vintage-park,ca,Hotel,10,7.8,103,booking.com,True
heritage-queenstown,nz,Hotel,10,8.4,203,booking.com,True
hilton-hawaiian-village-waikiki-beach-resort,us,Resort,10,7.8,258,booking.com,True
ala-moana-hotel-resort-fee-included,us,Hotel,10,7.9,204,booking.com,True
hotel-best-western-anjou-lafayette,fr,Hotel,10,8.1,117,booking.com,True
edouard-7-paris-opera,fr,Hotel,10,8.6,308,booking.com,True
apostrophe-hotel,fr,Hotel,10,8.1,127,booking.com,True
hotel-massena,fr,Hotel,10,7.8,161,booking.com,True
hotel-mansart-esprit-de-france,fr,Hotel,10,8.3,264,booking.com,True
le-tourville-eiffel,fr,Hotel,10,8.6,149,booking.com,True
best-western-plus-atlantic-beach-resort,us,Resort,10,6.5,154,booking.com,True
the-sagamore-hotel-south-beach,us,Hotel,10,7.7,263,booking.com,True
mb-hotel-trademark-collection-by-wyndham,us,Hotel,10,8.2,159,booking.com,True
hilton-vacation-club-crescent-on-south-beach-miami,us,Hotel,10,8.4,280,booking.com,True
sofitel-queenstown-hotel-spa,nz,Hotel,10,8.4,229,booking.com,True
hotel-gloria-budapest-city-center,hu,Hotel,10,8.0,44,booking.com,True
kempinski-hotel-corvinus-budapest,hu,Hotel,10,9.1,205,booking.com,True
swiss-belsuites-pounamu-queenstown,nz,Hotel,10,7.4,188,booking.com,True
rydges-lakeland-resort-queenstown,nz,Hotel,10,7.2,187,booking.com,True
danubius-hotel-arena,hu,Hotel,10,8.2,55,booking.com,True
riviere-south-beach-hotel,us,Hotel,10,7.6,125,booking.com,True
hotel-breakwater-south-beach,us,Hotel,10,7.7,195,booking.com,True
marriott-vacation-club-pulse-south-beach,us,Hotel,10,8.9,379,booking.com,True
broadmore-miami-beach,us,Hotel,10,4.2,94,booking.com,True
catalina-hotel-beach-club,us,Hotel,10,6.6,88,booking.com,True
colony-hotel,us,Hotel,10,7.9,129,booking.com,True
the-palms-hotel-spa,us,Hotel,10,8.6,299,booking.com,True
century-hotel,us,Hotel,10,7.0,99,booking.com,True
the-tony-hotel-south-beach,us,Hotel,10,8.4,259,booking.com,True
majestic-hotel-south-beach,us,Hotel,10,6.3,94,booking.com,True
seacoast-suites-on-miami-beach,us,Hotel,10,6.2,239,booking.com,True
nautilus-by-arlo,us,Hotel,10,7.8,329,booking.com,True
residence-inn-by-marriott-miami-beach-surfside,us,Hotel,10,7.7,284,booking.com,True
president-villa,us,Hotel,10,7.6,95,booking.com,True
james-hotel,us,Hotel,10,6.9,109,booking.com,True
gale-south-beach-curio-collection-by-hilton,us,Resort,10,8.0,249,booking.com,True
blanc-kara-adults-only,us,Hotel,10,8.5,119,booking.com,True
parisian-hotel,us,Hotel,10,4.2,109,booking.com,True
carillon-miami-wellness-resort,us,Hotel,10,8.1,650,booking.com,True
lsi-resorts-at-ala-moana,us,Hotel,10,5.5,129,booking.com,True
the-modern-honolulu,us,Hotel,10,7.6,254,booking.com,True
villa-del-lago,nz,Hotel,10,8.8,178,booking.com,True
wyndham-vacation-resorts-royal-garden-at-waikiki,us,Hotel,10,8.5,186,booking.com,True
henrosa-hotel,us,Hotel,10,7.9,155,booking.com,True
1-hotel-south-beach,us,Hotel,10,8.6,749,booking.com,True
radisson-hotel-panama-city-beach-oceanfront,us,Hotel,10,7.6,74,booking.com,True
casa-boutique-hotel,us,Hotel,10,7.7,123,booking.com,True
hampton-inn-by-hilton-panama-city-beach,us,Hotel,10,7.8,84,booking.com,True
landmark-holiday-beach-a-vri-resort,us,Hotel,10,8.7,97,booking.com,True
wilton-hotel-buenos-aires,ar,Hotel,10,7.6,105,booking.com,True
mitsui-garden-hotel-kyoto-sanjo,jp,Hotel,10,8.1,85,booking.com,True
smile-hotel-kyoto-shijo,jp,Hotel,10,8.0,34,booking.com,True
hotel-st-moritz-queenstown-mgallery-by-sofitel,nz,Hotel,10,8.5,226,booking.com,True
riad-el-grably,ma,['House'],10,8.6,131,booking.com,True
europa-hotel-kutaisi,ge,Hotel,10,8.5,45,booking.com,True
2-room-apartment-nft-gudauri-penta-503,ge,Hotel,10,9.1,152,booking.com,True
alpenhaus-kazbegi-hotel-restaurant,ge,Hotel,10,8.7,43,booking.com,True
oishe-boutique-hotel,ge,Hotel,10,8.9,47,booking.com,True
alliance-hotel,ge,Hotel,10,9.2,45,booking.com,True
citadines-city-centre-tbilisi-apart-hotel,ge,Hotel,10,8.7,53,booking.com,True
cornell-hotel-de-france,us,['Hotel'],10,8.3,159,booking.com,True
motel-capri,us,['Hotel'],10,7.4,86,booking.com,True
nob-hill-motor-inn,us,['Hotel'],10,6.8,79,booking.com,True
timhotel-paris-gare-de-lyon,fr,Hotel,10,7.4,96,booking.com,True
best-western-allegro-nation,fr,Hotel,10,7.7,125,booking.com,True
westcord-fashion-hotel-amsterdam,nl,Hotel,10,8.2,122,booking.com,True
hotel-novex-paris,fr,Hotel,10,4.9,67,booking.com,True
hotel-marais-bastille,fr,Hotel,10,8.4,147,booking.com,True
best-western-premier-trocadero-la-tour,fr,Hotel,10,8.0,168,booking.com,True
hotel-ohm-by-happyculture,fr,Hotel,10,8.0,91,booking.com,True
hotel-charing-cross,fr,Hotel,10,8.0,106,booking.com,True
hotel-residence-henri-iv,fr,Hotel,10,9.0,241,booking.com,True
timhotel-opera-madeleine,fr,Hotel,10,7.6,103,booking.com,True
hotel-eiffel-capitol,fr,Hotel,10,7.9,110,booking.com,True
le-belgrand-hotel-paris-champs-elysees-tapestry-by-hilton,fr,Hotel,10,5.5,220,booking.com,True
hotel-chateaubriand,fr,Hotel,10,7.9,152,booking.com,True
timhotel-paris-gare-montparnasse,fr,Hotel,10,7.2,87,booking.com,True
hotel-de-l-alma-paris,fr,Hotel,10,7.4,112,booking.com,True
hotel-ile-de-france-opera,fr,Hotel,10,7.7,132,booking.com,True
hotel-trinite-haussmann,fr,Hotel,10,8.4,166,booking.com,True
hotel-beaubourg,fr,Hotel,10,8.2,128,booking.com,True
grand-hotel-nouvel-opera,fr,Hotel,10,6.2,104,booking.com,True
hotel-des-arts-montmartre,fr,Hotel,10,9.6,173,booking.com,True
mercure-paris-notre-dame-saint-germain-des-pres,fr,Hotel,10,8.1,144,booking.com,True
modern-hotel,fr,Hotel,10,6.6,80,booking.com,True
eiffel-kennedy,fr,Hotel,10,8.2,119,booking.com,True
best-western-plus-hotel-mercedes,fr,Hotel,10,8.6,105,booking.com,True
the-laylow-autograph-collection,us,Hotel,10,8.4,251,booking.com,True
edelweiss-hotel,ge,Hotel,10,7.8,81,booking.com,True
tunnel-mountain-resort,ca,['Cabin'],10,8.6,103,booking.com,True
hillside-bungalows,ca,['Other'],10,9.0,130,booking.com,True
regency-towers,us,Hotel,10,5.5,95,booking.com,True
grand-panama-beach-resort-t1-1402,us,Hotel,10,8.9,125,booking.com,True
the-inn-at-st-thomas-square-1203b,us,Hotel,10,6.0,50,booking.com,True
hotel-l-echiquier-opera-paris-mgallery,fr,Hotel,10,8.7,211,booking.com,True
bradford-elysees-astotel,fr,Hotel,10,9.0,156,booking.com,True
hotel-cc,nl,Hotel,10,7.9,98,booking.com,True
timhotel-tour-eiffel,fr,Hotel,10,7.2,110,booking.com,True
timhotel-montmartre,fr,Hotel,10,8.3,108,booking.com,True
cadet-hotel,us,Hotel,10,8.1,189,booking.com,True
lexington-by-hotel-rl-miami-beach,us,Hotel,10,6.2,84,booking.com,True
geneva-hotel,us,Hotel,10,4.5,89,booking.com,True
crest-hotel-suites,us,Hotel,10,6.6,81,booking.com,True
westover-arms-hotel,us,Hotel,10,8.0,129,booking.com,True
suites-on-south-beach,us,Hotel,10,8.2,109,booking.com,True
luana-waikiki-hotel-suites,us,Hotel,10,8.4,219,booking.com,True
the-equus,us,Hotel,10,7.8,149,booking.com,True
island-colony-3821,us,Hotel,10,9.5,184,booking.com,True
ilikai-tower-936-lagoon-view-1br,us,['Apartment'],10,8.8,269,booking.com,True
riad-villa-wenge-spa,ma,['House'],10,9.4,97,booking.com,True
riad-zinoun-spa-9-rooms,ma,['House'],10,8.8,87,booking.com,True
jnane-leila,ma,['Bed & Breakfast'],10,8.4,85,booking.com,True
kuhio-banyan-hotel-with-kitchenettes,us,Hotel,10,6.9,107,booking.com,True
waikiki-beach-condominiums,us,Hotel,10,7.6,220,booking.com,True
aqua-skyline-at-island-colony,us,Hotel,10,7.0,140,booking.com,True
hotel-la-croix,us,Hotel,10,7.5,179,booking.com,True
royal-grove-waikiki,us,Hotel,10,6.8,99,booking.com,True
pacific-monarch,us,Hotel,10,8.0,179,booking.com,True
hotel-chelsea,us,Hotel,10,6.4,71,booking.com,True
the-fritz-hotel,us,Hotel,10,7.8,109,booking.com,True
hotel-ocean,us,Hotel,10,8.2,229,booking.com,True
hale-kekai-on-bishop-2412-30-day-minimum,us,Hotel,10,0.0,160,booking.com,True
cavalier-south-beach-hotel,us,Hotel,10,7.8,105,booking.com,True
beachcomber-by-the-sea,us,Resort,10,6.4,64,booking.com,True
hawthorn-suites-by-wyndham-panama-city-beach-fl,us,Hotel,10,7.0,61,booking.com,True
fairfield-inn-suites-by-marriott-panama-city-beach,us,Hotel,10,8.4,93,booking.com,True
the-top-of-the-gulf-818,us,Hotel,10,7.2,74,booking.com,True
stay-apartments-bolholt,is,['Apartment'],10,7.9,139,booking.com,True
hotel-83,nl,Hotel,10,6.8,101,booking.com,True
amsterdam-downtown-hotel,nl,Hotel,10,7.0,90,booking.com,True
trianon-gare-de-lyon,fr,Hotel,10,7.5,105,booking.com,True
hotel-acadia-astotel,fr,Hotel,10,8.6,99,booking.com,True
ilikai-marina-1495-city-view-studio,us,['Apartment'],10,8.4,185,booking.com,True
ilikai-marina-1093-city-view-studio,us,['Apartment'],10,7.0,166,booking.com,True
ilikai-tower-420-lagoon-view-1br,us,['Apartment'],10,9.3,292,booking.com,True
ilikai-tower-1936-lagoon-view-1br,us,['Apartment'],10,8.0,255,booking.com,True
francisco-bay-inn,us,['Hotel'],10,6.6,79,booking.com,True
mama-ruisa-boutique-hotel,br,['House'],10,9.7,339,booking.com,True
capri-moon-guest-house,it,['House'],10,8.8,154,booking.com,True
b-b-old-florence-inn,it,['Bed & Breakfast'],10,8.4,117,booking.com,True
best-windows,it,['House'],10,8.4,108,booking.com,True
casa-fenice,it,['Bed & Breakfast'],10,8.6,153,booking.com,True
dimora-al-doge-beato-vista-canale,it,['Bed & Breakfast'],10,8.7,215,booking.com,True
locanda-barbarigo,it,['House'],10,8.5,232,booking.com,True
demi-hotel,ge,Hotel,10,8.7,41,booking.com,True
prestige-palace-esquisse-hotel,ge,Hotel,10,8.2,36,booking.com,True
apart-hotel-gh,ge,Hotel,10,8.3,36,booking.com,True
old-metekhi-hotel,ge,Hotel,10,8.7,41,booking.com,True
beaumonde-hotel-tbilisi,ge,Hotel,10,8.7,32,booking.com,True
iceberg-hotel,ge,Hotel,10,0.0,68,booking.com,True
watazen-ryokan-established-in-1830,jp,['House'],10,9.0,175,booking.com,True
tabist-seiki-kyoto-station,jp,['Hotel'],10,7.2,34,booking.com,True
kyoto-ryokan-hirashin,jp,['House'],10,7.1,103,booking.com,True
somerset-palace-seoul,kr,['Apartment'],10,8.6,132,booking.com,True
ishicho,jp,['House'],10,8.0,115,booking.com,True
bentley-hotel-south-beach,us,Hotel,10,7.9,249,booking.com,True
hotel-golden-fleece,ge,Hotel,10,7.5,18,booking.com,True
discovery-hotel,ge,Hotel,10,7.7,41,booking.com,True
rk2303-in-heart-of-waikiki-close-to-everywhere,us,['House'],10,0.0,195,booking.com,True
rk1606-rk1606-heart-of-waikiki-royal-kuhio-free-wifi,us,['House'],10,9.0,178,booking.com,True
marbella-lane-modern-2br-parking-near-beach,us,['Apartment'],10,1.0,379,booking.com,True
rk1602-rk1602-in-heart-of-waikiki-close-to-everywhere,us,['House'],10,9.2,162,booking.com,True
rk1711-rk1711-heart-of-waikiki-close-to-everywhere,us,['House'],10,0.0,189,booking.com,True
rk1702-in-heart-of-waikiki-close-to-everywhere,us,['House'],10,8.2,166,booking.com,True
rk2304-in-heart-of-waikiki-close-to-everywhere,us,['House'],10,0.0,195,booking.com,True
10th-fl-1-block-to-beach-free-parking,us,['Apartment'],10,0.0,182,booking.com,True
ocean-view-studio-39th-floor-at-island-colony,us,['Apartment'],10,1.0,191,booking.com,True
viajero-miami,us,['Hotel'],10,8.7,34,booking.com,True
trelawn-place,nz,['Bed & Breakfast'],10,9.4,224,booking.com,True
ilikai-marina-1584-yacht-harbor-view-1br,us,['Apartment'],10,0.0,276,booking.com,True
ilikai-tower-1909-city-view-2br,us,['Apartment'],10,7.0,415,booking.com,True
ilikai-marina-380-yacht-harbor-view-1br,us,['Apartment'],10,8.0,229,booking.com,True
ilikai-tower-1717-city-view-1br,us,['Apartment'],10,0.0,245,booking.com,True
ilikai-tower-1843-yacht-harbor-view-2br,us,['Apartment'],10,8.0,826,booking.com,True
ilikai-tower-1623-city-view-1br,us,['Apartment'],10,0.0,224,booking.com,True
ilikai-tower-1642-lagoon-view-1br,us,['Apartment'],10,10.0,325,booking.com,True
island-colony-suites,us,['Apartment'],10,5.2,114,booking.com,True
waikiki-whale-watcher-apts-703,us,['Apartment'],10,0.0,116,booking.com,True
bikini-lodge,us,['Apartment'],10,4.9,68,booking.com,True
posh-south-beach,us,['Hotel'],10,6.5,27,booking.com,True
beds-n-drinks,us,['Hotel'],10,7.3,26,booking.com,True
summer-breeze-motel,us,['Hotel'],10,6.5,54,booking.com,True
suite-love,us,['Apartment'],10,8.9,150,booking.com,True
days-inn-by-wyndham-panama-city-beach-ocean-front,us,['Hotel'],10,7.8,55,booking.com,True
splash-beach-resort-by-panhandle-getaways,us,['Apartment'],10,7.6,162,booking.com,True
laketown-wharf-1326,us,['Apartment'],10,9.4,136,booking.com,True
fishers,us,['House'],10,0.0,852,booking.com,True
dunes-of-panama-condos,us,['Apartment'],10,7.9,65,booking.com,True
palm-getaway,us,['House'],10,7.3,117,booking.com,True
calypso-beach-resort-towers,us,['Apartment'],10,8.3,226,booking.com,True
sterling-breeze-2,us,['Apartment'],10,7.8,104,booking.com,True
long-beach-resort-by-panhandle-getaways,us,['Apartment'],10,0.0,188,booking.com,True
bridgestreet-champs-elysees,fr,['Apartment'],10,7.6,280,booking.com,True
ilikai-tower-613-city-view-1br,us,['Apartment'],10,3.5,258,booking.com,True
gulf-highland-117-w-leslie-lane,us,['House'],10,7.2,65,booking.com,True
boardwalk-beach-resort,us,['House'],10,8.6,137,booking.com,True
tropic-winds-resort-by-panhandle-getaways,us,['Apartment'],10,8.5,209,booking.com,True
tropic-winds-1104,us,['Apartment'],10,9.3,151,booking.com,True
aquavista-beach-resort-by-panhandle-getaways,us,['Apartment'],10,7.6,230,booking.com,True
seychelles-907,us,['Apartment'],10,7.9,208,booking.com,True
endless-summer-by-panhandle-getaways,us,['Apartment'],10,7.6,149,booking.com,True
southwind-by-panhandle-getaways,us,['House'],10,8.0,148,booking.com,True
ilikai-tower-1028,us,['Apartment'],10,0.0,332,booking.com,True
hilton-grand-vacations-club-elara-center-strip-las-vegas,us,Resort,10,8.6,188,booking.com,True
desert-paradise-resort,us,Resort,10,9.2,108,booking.com,True
sonesta-simply-suites-las-vegas-convention-center,us,Hotel,10,7.3,96,booking.com,True
the-westin-lake-las-vegas-resort-spa,us,Resort,10,7.8,120,booking.com,True
club-de-soleil-all-suite-resort,us,Resort,10,7.7,79,booking.com,True
south-point-hotel-casino-spa,us,Resort,10,8.7,85,booking.com,True
thunderbird-boutique-hotel,us,Hotel,10,6.9,35,booking.com,True
excalibur,us,Resort,10,7.5,29,booking.com,True
palms-casino-resort,us,Resort,10,8.1,79,booking.com,True
waldorf-astoria-las-vegas,us,Resort,10,8.0,355,booking.com,True
hampton-inn-las-vegas-north-speedway,us,Hotel,10,8.2,144,booking.com,True
castlereagh-boutique-hotel-ascend-hotel-collection,au,Hotel,10,7.7,148,booking.com,True
novotel-sydney-brighton-beach,au,Hotel,10,7.2,153,booking.com,True
kirketon-hotel-sydney,au,Hotel,10,6.9,107,booking.com,True
amora-hotel-jamison-sydney,au,Hotel,10,8.2,221,booking.com,True
luxor,us,Resort,10,7.4,29,booking.com,True
hotel-hacienda,au,Hotel,10,7.6,93,booking.com,True
the-grace-hotel,au,Hotel,10,8.6,201,booking.com,True
fraser-suites-sydney,au,Hotel,10,8.5,215,booking.com,True
safestay-barcelona-passeig-de-gracia,es,Hotel,10,7.2,13,booking.com,True
alberg-pere-tarres,es,Hotel,10,7.5,19,booking.com,True
ainb-las-ramblas-guardia-apartments,es,Apartment,10,6.9,145,booking.com,True
abac-restaurant-hotel-barcelona-gl-monumento,es,Hotel,10,9.2,284,booking.com,True
crowne-plaza-sydney-coogee-beach-an-ihg-hotel,au,Hotel,10,8.3,214,booking.com,True
waikiki-banyan-1909-amazing-views-and-just-steps-to-the-beach,us,['House'],10,8.5,263,booking.com,True
romantic-waikiki-banyan-2513-with-ocean-and-diamond-head-views-and-free-parking,us,['Apartment'],10,0.0,359,booking.com,True
waikiki-banyan-912-your-luxurious-escape-to-paradise,us,['Apartment'],10,9.0,275,booking.com,True
newly-remodeled-kv807-waikiki-studio,us,['Apartment'],10,0.0,179,booking.com,True
luxury-sun-berry-residence,us,['Apartment'],10,0.0,566,booking.com,True
cozy-studio-in-gudauri,ge,['Apartment'],10,8.7,47,booking.com,True
veranda-guesthouse,ge,['House'],10,9.2,19,booking.com,True
shorena-nino,ge,['House'],10,9.5,24,booking.com,True
soso-burduli-s-guesthouse,ge,['House'],10,9.3,0,booking.com,False
the-white-house,ge,['House'],10,9.0,7,booking.com,True
mariam-gudauri-apart-hotel,ge,['Apartment'],10,7.4,188,booking.com,True
mountain-cricket-chalets-and-apartments-gudauri,ge,['Apartment'],10,8.5,150,booking.com,True
new-gudauri-1-apartment-223,ge,['Apartment'],10,8.5,75,booking.com,True
marco-polo-mountain-view-apartment,ge,['Apartment'],10,9.1,37,booking.com,True
new-tbilisi-hostel,ge,['Hotel'],10,8.2,7,booking.com,True
agro-guesthouse-korena,ge,['House'],10,9.7,38,booking.com,True
ih805-waikiki-1777-ala-moana-blvd-honolulu,us,['Apartment'],10,8.0,335,booking.com,True
kv702-waikiki-private-waterfall-room-mountain-view,us,['Apartment'],10,0.0,167,booking.com,True
waikiki-banyan-3810-t2,us,['Bed & Breakfast'],10,0,0,booking.com,False
as1209-waikiki-444-kanekapolei-st-honolulu,us,['Apartment'],10,0.0,0,booking.com,False
bb510-waikiki-2425-kuhio-ave-honolulu,us,['Apartment'],10,0,0,booking.com,False
ih909-waikiki-1777-ala-moana-blvd-honolulu,us,['Apartment'],10,10.0,575,booking.com,True
waikiki-shore-1304,us,['House'],10,0,0,booking.com,False
apartaestudio-vacacional-en-honolulu-hawai,us,['Apartment'],10,0.0,900,booking.com,True
canterbury-place-16d,us,['House'],10,0,0,booking.com,False
discovery-bay-1419,us,['Apartment'],10,0.0,267,booking.com,True
2463-kuhio-ave-303,us,['Apartment'],10,0,0,booking.com,False
regency-on-beachwalk-32,us,['House'],10,0,0,booking.com,False
440-olohana-st-1612,us,['Apartment'],10,0,0,booking.com,False
casa-campestre,mx,Apartment,10,9.4,0,booking.com,True
