Slug,Country_Code,Property_Type_Categories,Review_score_base,Review_Score,USD_Price,Partner,Published
ana-crowne-plaza-hotel-kyoto-an-ihg-hotel,jp,Hotel,10,7.6,86,booking.com,True
lotte-hotel-world,kr,Hotel,10,8.8,233,booking.com,True
western-coop-hotel-residence-dongdaemun,kr,Hotel,10,7.6,58,booking.com,True
the-setai-miami-beach,us,Resort,10,8.9,990,booking.com,True
ocean-reef-suites,us,Hotel,10,7.9,136,booking.com,True
aqua-oasis,us,Hotel,10,8.0,179,booking.com,True
ohana-waikiki-east-by-outrigger,us,Hotel,10,7.8,209,booking.com,True
aston-waikiki-sunset,us,Hotel,10,7.8,175,booking.com,True
aston-at-the-waikiki-banyan,us,Hotel,10,7.3,179,booking.com,True
hilton-garden-inn-waikiki-beach,us,Hotel,10,8.1,195,booking.com,True
stay-condominiums-waikiki,us,Hotel,10,6.5,138,booking.com,True
ponoaloha,us,Hotel,10,7.8,207,booking.com,True
royal-hawaiian-hospitality,us,Hotel,10,7.7,135,booking.com,True
waikiki-high-rise-sea-view-free-parking,us,Hotel,10,8.6,169,booking.com,True
hilton-bentley-miami-south-beach,us,Resort,10,8.1,498,booking.com,True
tradewinds-apartment-hotel-miami-beach,us,Hotel,10,7.1,125,booking.com,True
villa-italia-south-beach,us,Hotel,10,7.9,124,booking.com,True
lincoln-arms-suites,us,Hotel,10,7.9,135,booking.com,True
the-landon-bay-harbor-miami-beach,us,Hotel,10,7.8,188,booking.com,True
1818-meridian-house-hotel-by-eskape-collection,us,Hotel,10,7.8,107,booking.com,True
2-bedroom-2-bath-beachfront-condo-on-miami-beach-millionaire-row,us,Hotel,10,7.7,300,booking.com,True
origin-by-beach-haven-vacation-rentals,us,Hotel,10,7.6,67,booking.com,True
hampton-inn-suites-panama-city-beach-beachfront,us,Hotel,10,8.6,101,booking.com,True
heartland-hotel-queenstown,nz,Hotel,10,7.7,166,booking.com,True
scenic-suites-queenstown,nz,Hotel,10,8.3,226,booking.com,True
kimpton-surfcomber-hotel-an-ihg-hotel,us,Resort,10,7.4,299,booking.com,True
townhouse-by-luxurban,us,Hotel,10,6.6,98,booking.com,True
metropole-suites-south-beach,us,Hotel,10,7.2,125,booking.com,True
hipotel-lilas-gambetta,fr,Hotel,10,7.7,64,booking.com,True
acostar-hotel,nl,Hotel,10,6.9,82,booking.com,True
the-sixteen,nl,Hotel,10,7.7,123,booking.com,True
hotel-fita,nl,Hotel,10,8.7,97,booking.com,True
boutique-hotel-view,nl,Hotel,10,8.7,108,booking.com,True
pepper-paper-apartments,fr,Hotel,10,9.1,145,booking.com,True
hotel-ares-eiffel,fr,Hotel,10,8.3,160,booking.com,True
hotel-mademoiselle,fr,Hotel,10,8.1,142,booking.com,True
garden-elysee,fr,Hotel,10,8.6,201,booking.com,True
hotel-horset-opera-best-western-premier-collection,fr,Hotel,10,8.5,183,booking.com,True
hotel-aulivia-opera,fr,Hotel,10,8.0,86,booking.com,True
hotel-louvre-piemont,fr,Hotel,10,8.7,188,booking.com,True
hotel-du-ministere,fr,Hotel,10,8.5,204,booking.com,True
hotel-sacha,fr,Hotel,10,8.0,106,booking.com,True
ibis-styles-paris-massena-olympiades,fr,Hotel,10,8.2,108,booking.com,True
hotel-des-3-poussins,fr,Hotel,10,8.7,112,booking.com,True
villa-lutece-port-royal,fr,Hotel,10,7.2,150,booking.com,True
hotel-elysees-8,fr,Hotel,10,8.6,160,booking.com,True
hotel-saint-louis-en-l-isle,fr,Hotel,10,9.1,196,booking.com,True
hotel-brighton-esprit-de-france,fr,Hotel,10,8.4,231,booking.com,True
riad-djebel,ma,['House'],10,9.2,104,booking.com,True
la-maison-des-oliviers,ma,['House'],10,8.4,101,booking.com,True
al-canal-regio,it,['House'],10,7.3,116,booking.com,True
palais-dar-ouladna,ma,['Bed & Breakfast'],10,9.0,107,booking.com,True
locanda-ss-giovanni-e-paolo,it,['House'],10,8.4,90,booking.com,True
sir-toby-s-hostel,cz,['Hotel'],10,8.4,12,booking.com,True
hi-banff-alpine-centre-hostel,ca,['Hotel'],10,8.1,34,booking.com,True
alba-guesthouse,is,['House'],10,7.7,101,booking.com,True
travel-inn,is,['House'],10,7.5,86,booking.com,True
buena-vista-motor-inn,us,['Hotel'],10,7.8,93,booking.com,True
inn-on-broadway,us,['Hotel'],10,7.9,95,booking.com,True
hotel-plaza-elysees,fr,Hotel,10,8.0,198,booking.com,True
golden-tulip-washington-opera,fr,Hotel,10,8.4,184,booking.com,True
golden-tulip-opera-de-noailles,fr,Hotel,10,8.4,264,booking.com,True
hotel-hippodrome,fr,Hotel,10,7.5,75,booking.com,True
le-7-eiffel-hotel-by-malone,fr,Hotel,10,8.2,138,booking.com,True
le-senat,fr,Hotel,10,8.2,151,booking.com,True
hotel-renoir-montparnasse,fr,Hotel,10,6.2,78,booking.com,True
hotel-korner-eiffel,fr,Hotel,10,7.9,81,booking.com,True
horizon-south-7a3,us,Hotel,10,6.0,65,booking.com,True
beachwalk-condos-14f,us,Hotel,10,7.8,65,booking.com,True
grand-hotel-francais,fr,Hotel,10,8.6,153,booking.com,True
hotel-berne-opera,fr,Hotel,10,8.1,89,booking.com,True
mercure-paris-montparnasse-pasteur,fr,Hotel,10,7.8,153,booking.com,True
hotel-saint-paul-rive-gauche,fr,Hotel,10,8.7,202,booking.com,True
hotel-duo,fr,Hotel,10,8.4,134,booking.com,True
le-dokhan-s-paris-arc-de-triomphe-a-tribute-portfolio-hotel,fr,Hotel,10,7.5,365,booking.com,True
cardozo-hotel,us,Hotel,10,7.4,179,booking.com,True
shores-of-panama-penthouse-resort,us,Hotel,10,0.0,433,booking.com,True
kube-hotel-paris-ice-bar,fr,Hotel,10,7.8,162,booking.com,True
hotel-crayon-by-elegancia,fr,Hotel,10,7.9,130,booking.com,True
hotel-caumartin-opera-astotel,fr,Hotel,10,8.0,99,booking.com,True
millesime-hotel,fr,Hotel,10,9.2,334,booking.com,True
windsor-opera,fr,Hotel,10,8.7,130,booking.com,True
appartcity-confort-paris-grande-bibliotheque,fr,Hotel,10,7.3,103,booking.com,True
hotel-napoleon-paris,fr,Hotel,10,8.4,356,booking.com,True
hotel-montholon,fr,Hotel,10,7.8,101,booking.com,True
the-inn-at-st-thomas-square-514,us,Hotel,10,8.0,154,booking.com,True
grand-hotel-saint-michel,fr,Hotel,10,8.3,179,booking.com,True
hyundai-residence,kr,['Apartment'],10,6.9,32,booking.com,True
amber-lodge,nz,['Hotel'],10,7.9,178,booking.com,True
centrooms-house,hu,['House'],10,6.8,30,booking.com,True
jazzy-vibes-parliament-rooms-and-ensuites,hu,['House'],10,8.5,71,booking.com,True
hurley-s-of-queenstown,nz,['Hotel'],10,8.0,169,booking.com,True
tropical-studios-at-marine-surf-waikiki-free-parking-best-location-full-kitchen-swimming-pool,us,['Apartment'],10,7.8,110,booking.com,True
waikiki-studio-at-ilikai-marina-best-end-price,us,['Apartment'],10,9.0,145,booking.com,True
shores-of-panama-resort,us,Resort,10,6.0,165,booking.com,True
beach-tower-by-the-sea,us,Hotel,10,6.7,54,booking.com,True
the-top-of-the-gulf-723,us,Hotel,10,7.3,50,booking.com,True
the-top-of-the-gulf-319,us,Hotel,10,5.8,52,booking.com,True
gulf-gate-410,us,Hotel,10,7.1,68,booking.com,True
ca-valeri,it,['Bed & Breakfast'],10,9.2,107,booking.com,True
ca-satriano,it,['Apartment'],10,7.0,215,booking.com,True
the-local-house,us,Hotel,10,8.5,333,booking.com,True
dorchester-hotel-suites,us,Hotel,10,7.7,169,booking.com,True
best-western-on-the-bay-inn-marina,us,Hotel,10,6.9,127,booking.com,True
la-flora-by-luxurban,us,Hotel,10,6.7,102,booking.com,True
avalon-hotel,us,Hotel,10,8.3,199,booking.com,True
embassy-suites-by-hilton-waikiki-beach-walk,us,Resort,10,8.7,309,booking.com,True
ilikai-hotel-luxury-suites,us,Hotel,10,8.2,289,booking.com,True
luana-waikiki-710,us,Hotel,10,8.2,100,booking.com,True
waikiki-sunset,us,Hotel,10,10.0,159,booking.com,True
hotel-prelude-opera,fr,Hotel,10,8.7,105,booking.com,True
hotel-elysee-etoile,fr,Hotel,10,8.0,106,booking.com,True
hotel-nini,ge,Hotel,10,8.4,30,booking.com,True
ilikai-tower-1817-city-view-1br,us,['Apartment'],10,9.5,255,booking.com,True
ilikai-tower-1841-yacht-harbor-view-1br,us,['Apartment'],10,9.5,256,booking.com,True
ilikai-marina-382-yacht-harbor-view-1br,us,['Apartment'],10,8.9,207,booking.com,True
ilikai-marina-1094-yacht-harbor-view-1br,us,['Apartment'],10,7.5,244,booking.com,True
luana-m400,us,['House'],10,0,0,booking.com,False
ilikai-724,us,['House'],10,0,0,booking.com,False
waikiki-sunset-3214,us,['House'],10,0,0,booking.com,False
waikiki-beach-tower-1904,us,['House'],10,0,0,booking.com,False
four-paddle-1704,us,['House'],10,0,0,booking.com,False
waikiki-sunset-2904,us,['House'],10,0,0,booking.com,False
la-locandiera,it,['Bed & Breakfast'],10,8.5,95,booking.com,True
hotel-mariana,ge,Hotel,10,8.0,34,booking.com,True
ilikai-tower-1920-lagoon-view-1br,us,['Apartment'],10,0.0,0,booking.com,True
ilikai-tower-2121-city-view-1br,us,['Apartment'],10,0.0,0,booking.com,True
ilikai-tower-1017-city-view-1br,us,['Apartment'],10,7.0,242,booking.com,True
ilikai-tower-1202-yacht-harbor-view-1br,us,['Apartment'],10,9.0,353,booking.com,True
ilikai-tower-839-yacht-harbor-view-1br,us,['Apartment'],10,10.0,278,booking.com,True
ilikai-tower-931-yacht-harbor-view-1br,us,['Apartment'],10,9.0,258,booking.com,True
holiday-inn-tbilisi-an-ihg-hotel,ge,Hotel,10,8.2,84,booking.com,True
urban-lodge-hotels,ge,Hotel,10,8.7,61,booking.com,True
radisson-blu-iveria-hotel,ge,Hotel,10,8.6,169,booking.com,True
leda-apartments,hu,['Apartment'],10,8.1,86,booking.com,True
aqua-palms-waikiki-304-and-1112,us,['Apartment'],10,8.5,186,booking.com,True
ilikai-tower-642-lagoon-view-1br,us,['Apartment'],10,6.5,359,booking.com,True
ilikai-tower-1744-yacht-harbor-view-2br,us,['Apartment'],10,0.0,602,booking.com,True
ilikai-tower-1812-lagoon-view-1br,us,['Apartment'],10,7.7,307,booking.com,True
ilikai-tower-1844-yacht-harbor-view-2br,us,['Apartment'],10,9.0,639,booking.com,True
hawaiian-monarch-penthouse-104-by-hawaii-ocean-club,us,['Apartment'],10,7.8,354,booking.com,True
waikiki-whale-watcher-apts-701,us,['Apartment'],10,10.0,97,booking.com,True
hotel-allure,nl,Hotel,10,7.6,70,booking.com,True
rosalia-s-menagerie-innupstairs-formerly-misc-eatdrinksleep,nl,Hotel,10,8.8,164,booking.com,True
truelove-guesthouse,nl,Hotel,10,7.0,0,booking.com,False
marco-polo-hotel-gudauri,ge,Resort,10,8.1,228,booking.com,True
gagieti,ge,Hotel,10,8.9,0,booking.com,False
veranda-hotel,ge,Hotel,10,9.0,77,booking.com,True
gudauri-lounge-apartment,ge,Hotel,10,7.8,0,booking.com,False
alpina-hotel,ge,Hotel,10,8.3,123,booking.com,True
ilikai-tower-633-yacht-harbor-view-1br,us,['Apartment'],10,9.6,264,booking.com,True
ilikai-marina-1285-city-view-studio,us,['Apartment'],10,5.7,163,booking.com,True
ilikai-tower-1240-lagoon-view-1br,us,['Apartment'],10,8.6,280,booking.com,True
prince-monceau,fr,Hotel,10,7.0,86,booking.com,True
hotel-augustin-astotel,fr,Hotel,10,8.7,99,booking.com,True
travelodge-by-wyndham-las-vegas-airport-near-the-strip,us,Hotel,10,7.3,88,booking.com,True
tahiti-all-suite-resort,us,Resort,10,8.1,90,booking.com,True
palms-place-hotel-and-spa,us,Hotel,10,8.1,89,booking.com,True
the-palazzo-at-the-venetian-r,us,Resort,10,8.7,207,booking.com,True
flamingo-las-vegas-hotel-casino,us,Resort,10,7.2,25,booking.com,True
pullman-sydney-olympic-park,au,Hotel,10,8.0,195,booking.com,True
view-sydney,au,Hotel,10,8.4,208,booking.com,True
best-western-mccarran-inn,us,Hotel,10,7.6,124,booking.com,True
delano-las-vegas-at-mandalay-bay,us,Resort,10,8.3,149,booking.com,True
marco-polo-motor-inn-sydney,au,Hotel,10,6.2,92,booking.com,True
mercure-sydney,au,Hotel,10,7.9,130,booking.com,True
the-d-las-vegas,us,Resort,10,7.8,29,booking.com,True
holiday-inn-express-las-vegas-nellis-an-ihg-hotel,us,Hotel,10,6.8,134,booking.com,True
bellagio,us,Resort,10,8.4,159,booking.com,True
novotel-sydney-international-airport,au,Hotel,10,7.9,139,booking.com,True
pension-45,es,House,10,6.3,62,booking.com,True
twenty-by-pillow,es,Hotel,10,8.6,89,booking.com,True
ac-hotel-sants-by-marriott,es,Hotel,10,8.2,119,booking.com,True
mayerling-bisbe-urquinaona,es,Apartment,10,8.0,158,booking.com,True
hostal-europa,es,House,10,7.5,19,booking.com,True
hotel-sb-diagonal-zero-barcelona-4-sup,es,Hotel,10,7.9,86,booking.com,True
the-hughenden-boutique-hotel,au,Hotel,10,8.1,113,booking.com,True
classbedroom-bonanova-apartment,es,Apartment,10,8.9,129,booking.com,True
snow-apartments,ge,['Apartment'],10,8.9,123,booking.com,True
saba-s-apartment-in-gudauri,ge,['Apartment'],10,8.7,259,booking.com,True
snow-house,ge,['Hotel'],10,9.2,39,booking.com,True
new-gudauri-apartment,ge,['Apartment'],10,8.1,68,booking.com,True
vaso-levani-house,ge,['House'],10,9.0,0,booking.com,False
maiko-guest-house,ge,['House'],10,9.1,23,booking.com,True
anano-guest-house,ge,['House'],10,9.2,11,booking.com,True
lia-ramaz-guest-house,ge,['House'],10,8.8,0,booking.com,False
panorama-kazbegi,ge,['House'],10,7.7,56,booking.com,True
two-level-apartment-near-gondola,ge,['Apartment'],10,8.6,188,booking.com,True
guest-house-misho,ge,['House'],10,9.0,26,booking.com,True
soncho-kazbegi,ge,['House'],10,8.5,26,booking.com,True
zaza-s-house,ge,['House'],10,9.2,26,booking.com,True
cherry,ge,['House'],10,9.1,30,booking.com,True
guest-house-demma,ge,['House'],10,9.7,0,booking.com,True
kazbegi-guest-house,ge,['House'],10,9.0,25,booking.com,True
guest-house-lviv,ge,['House'],10,8.7,14,booking.com,True
tina-s-homestay,ge,['Hotel'],10,9.3,17,booking.com,True
guest-house-nona,ge,['House'],10,9.5,26,booking.com,True
guest-house-deda-lali,ge,['House'],10,8.6,23,booking.com,True
hostel-saba,ge,['Hotel'],10,9.0,30,booking.com,True
hotel-maspindzelo,ge,['Hotel'],10,8.5,38,booking.com,True
tropicana-las-vegas-a-doubletree-by-hilton-hotel-and-resort,us,Resort,10,6.8,57,booking.com,True
hilton-vacation-club-cancun-resort-las-vegas,us,Resort,10,8.1,107,booking.com,True
nesuto-chippendale,au,Hotel,10,7.8,182,booking.com,True
holiday-inn-club-vacations-at-desert-club-resort-an-ihg-hotel,us,Resort,10,8.4,128,booking.com,True
doubletree-by-hilton-las-vegas-airport,us,Hotel,10,8.0,149,booking.com,True
malahini-hale,us,['House'],10,0,0,booking.com,False
hale-maunalua,us,['House'],10,0.0,502,booking.com,True
apartamento-vacacional-para-parejas-en-honolulu-hawai,us,['Apartment'],10,0.0,720,booking.com,True
waikiki-beach-tower,us,['Apartment'],10,0.0,989,booking.com,True
the-windsor-waikiki-3704-30-night-minimum,us,['Apartment'],10,0.0,0,booking.com,True
royal-kuhio-1713-heart-of-waikiki,us,['House'],10,9.0,146,booking.com,True
ia1822-ilikai-apt-1822-ocean-fireworks-view-remodeled-2br-2ba,us,['House'],10,6.0,448,booking.com,True
ia1618-ilikai-apt-1618-ocean-lagoon-view-2br-2ba,us,['House'],10,7.0,368,booking.com,True
ilikai-apt-2444-corner-2br-2ba-wraparound-ocean-vws-30-nite-min,us,['House'],10,0,0,booking.com,False
waikiki-shore-1310,us,['House'],10,0,0,booking.com,False
south-beach-rooms-and-hostel,us,['Hotel'],10,5.6,19,booking.com,True
miamibeachfront-with-pool-wifi-cheap-parking,us,['Apartment'],10,6.0,60,booking.com,True
ocean-front-studio-units,us,['Apartment'],10,6.5,126,booking.com,True
monte-carlo-by-miami-ambassadors,us,['Apartment'],10,7.7,328,booking.com,True
bars-b-b-south-beach-hotel,us,['Bed & Breakfast'],10,8.0,169,booking.com,True
executive-inn-panama-city-beach,us,['Hotel'],10,6.8,48,booking.com,True
aqua-view-motel,us,['Hotel'],10,6.5,64,booking.com,True
miami-beach-suncoast-apartment-iii,us,['Apartment'],10,8.8,0,booking.com,False
palazzo-ii,us,['House'],10,8.4,68,booking.com,True
casablanca-townhouse-ocean-view,us,['Apartment'],10,0,0,booking.com,False
miami-beachfront-hotel-studio-with-balcony,us,['Apartment'],10,8.6,194,booking.com,True
majestic-beach-resort-tower-2-by-panhandle-getaways,us,['Apartment'],10,8.1,248,booking.com,True
ocean-villa-by-panhandle-getaways,us,['House'],10,9.2,284,booking.com,True
emerald-beach-by-panhandle-getaways,us,['Apartment'],10,7.9,211,booking.com,True
majestic-beach-resort-tower-i-by-panhandle-getaways,us,['Apartment'],10,8.1,148,booking.com,True
sailfish-by-panhandle-getaways,us,['Villa'],10,10.0,0,booking.com,True
seychelles-resort-by-panhandle-getaways,us,['House'],10,7.9,204,booking.com,True
calypso-resort-by-panhandle-getaways,us,['Apartment'],10,8.3,212,booking.com,True
southern-exposure-beach-home,us,['House'],10,0.0,487,booking.com,True
laketown-wharf-resort-by-panhandle-getaways,us,['Apartment'],10,7.6,146,booking.com,True
calypso-1-609-east,us,['Apartment'],10,9.8,157,booking.com,True
majestic-beach-towers-2-1905,us,['Apartment'],10,8.7,295,booking.com,True
island-colony-1bedroom-convenient-location,us,['Apartment'],10,0.0,215,booking.com,True
waikiki-banyan-3601-t1,us,['House'],10,0,0,booking.com,False
kuhio-village-510-king-bed-with-renovated-kitchenette,us,['Apartment'],10,10.0,179,booking.com,True
ilikai-1804,us,['House'],10,0,0,booking.com,False
ilikai-516,us,['House'],10,0,0,booking.com,False
oceanview-penthouse-suite,us,['Apartment'],10,6.5,480,booking.com,True
445-seaside-ave-2703,us,['Apartment'],10,0,0,booking.com,False
ilikai-marina-984,us,['Apartment'],10,0.0,215,booking.com,True
marina-tower-by-ts,us,['Apartment'],10,0.0,380,booking.com,True
island-colony-1bedroom-convenient-location,us,['Apartment'],10,0,0,booking.com,False
ilikai-1133,us,['House'],10,8.2,190,booking.com,True
island-colony-by-ts,us,['Apartment'],10,0.0,580,booking.com,True
waikiki-banyan-3205-t2,us,['House'],10,0,0,booking.com,False
marine-surf-ph4,us,['House'],10,0,0,booking.com,False
four-paddle-708,us,['House'],10,0,0,booking.com,False
ilikai-341,us,['House'],10,0,0,booking.com,False
fairway-villa-2417,us,['House'],10,0,0,booking.com,False
210-tropics-in-paradise-block-from-beach,us,['Apartment'],10,0,0,booking.com,False
kv804a-prime-waikiki-private-apartment,us,['Apartment'],10,0.0,179,booking.com,True
royal-kuhio-1309-with-king-bed-free-parking-wifi-mins-to-beach,us,['Apartment'],10,4.5,227,booking.com,True
waikiki-banyan-1812-spacious-tropical-oasis,us,['Apartment'],10,0.0,263,booking.com,True
marine-surf-waikiki-21th-floor-parking-included,us,['Apartment'],10,8.0,179,booking.com,True
high-floor-marine-surf-parking-included,us,['Apartment'],10,7.5,228,booking.com,True
ilikai-tower-1429-yacht-harbor-view-1br,us,['Apartment'],10,8.0,232,booking.com,True
homewood-suites-by-hilton-las-vegas-airport,us,Hotel,10,8.7,114,booking.com,True
embassy-suites-by-hilton-las-vegas,us,Hotel,10,8.5,167,booking.com,True
hampton-inn-suites-las-vegas-south,us,Hotel,10,8.7,136,booking.com,True
golden-gate-casino-hotel,us,Hotel,10,6.6,24,booking.com,True
encore-at-wynn-las-vegas,us,Resort,10,8.8,220,booking.com,True
silver-sevens-hotel-casino,us,Hotel,10,6.3,18,booking.com,True
hotel-waldorf-trocadero-tour-eiffel,fr,Hotel,10,8.3,0,booking.com,False
k-k-hotel-cayre-saint-germain-des-pres,fr,Hotel,10,8.9,0,booking.com,False
seachase-704e,us,Hotel,10,0,0,booking.com,False
prince-edward-condo-603a,us,['Apartment'],10,0,0,booking.com,False
waikiki-whale-watcher-apts-602b,us,['Apartment'],10,0.0,0,booking.com,True
laketown-wharf-resort-by-emerald-view-resorts,us,Resort,10,5.8,0,booking.com,False
sunbird-608e,us,Hotel,10,0,0,booking.com,False
edgewater-beach-resort-t3-602,us,Hotel,10,7.7,0,booking.com,True
monsarrat-apt-c,us,Hotel,10,0.0,0,booking.com,True
marina-tower-2302,us,Hotel,10,0,0,booking.com,False
pacific-monarch-802-beach-n-musubi,us,Hotel,10,0,0,booking.com,False
marina-tower-2002-thirty-night-rental,us,Hotel,10,0,0,booking.com,False
luana-waikiki-resort-817,us,Hotel,10,0,0,booking.com,False
prince-edward-street-apartment,us,['Apartment'],10,0,0,booking.com,False
waikiki-whale-watcher-apts-702,us,['Apartment'],10,0.0,0,booking.com,True
waikiki-whale-watcher-apts-604,us,['Apartment'],10,8.0,0,booking.com,True
kuhio-condo-904,us,['Apartment'],10,0,0,booking.com,False
hotel-beaumonde-garden,ge,Resort,10,8.2,0,booking.com,False
seychelles-1504,us,['Apartment'],10,7.8,172,booking.com,True
shores-of-panama-2112,us,['Apartment'],10,5.9,231,booking.com,True
b-b-la-festa,nl,['Bed & Breakfast'],10,8.1,183,booking.com,True
grandview-east-1204,us,['Apartment'],10,8.5,239,booking.com,True
shores-of-panama-by-panhandle-getaways,us,['Apartment'],10,6.8,187,booking.com,True
sterling-breeze-3,us,['House'],10,7.9,97,booking.com,True
grand-panama-1-303,us,['Apartment'],10,8.3,244,booking.com,True
regency-towers-623,us,['Apartment'],10,7.0,196,booking.com,True
aqua-resort,us,['Apartment'],10,7.4,55,booking.com,True
wendwood-condominiums,us,['Apartment'],10,7.4,146,booking.com,True
calypso-beach-resort,us,['Apartment'],10,7.9,226,booking.com,True
sunrise-beach-2411,us,['Apartment'],10,7.0,265,booking.com,True
southwind-i-9,us,['Apartment'],10,7.5,98,booking.com,True
grandview-east-1203,us,['Apartment'],10,0.0,180,booking.com,True
hill-house-myeongdong,kr,Hotel,10,8.3,0,booking.com,False
kasa-the-duffy-times-square,us,['Hotel'],,4.3,0,booking.com,False
castle-inn,us,['Hotel'],10,8.2,112,booking.com,True
palazzo-uguccioni-apartments,it,['Apartment'],10,8.6,174,booking.com,True
david-hotel-ethno-style,ge,Hotel,10,9.2,41,booking.com,True
hotel-vip,ge,Hotel,10,8.8,57,booking.com,True
hotel-kutaisi-globus,ge,Hotel,10,9.1,37,booking.com,True
hotel-tamar-mepe,ge,Hotel,10,8.1,29,booking.com,True
marriott-cancun-resort,mx,Resort,10,8.8,0,booking.com,True
ilikai-611,us,['House'],10,0,0,booking.com,False
waikiki-banyan,us,['Apartment'],10,8.8,0,booking.com,True
1004-blue-oasis,us,['Apartment'],10,7.5,0,booking.com,False
ilikai-tower-720-lagoon-view-1br,us,['Apartment'],10,0.0,0,booking.com,True
ilikai-tower-405-city-view-1br,us,['Apartment'],10,0.0,0,booking.com,True
ilikai-tower-517-city-view-1br,us,['Apartment'],10,0.0,0,booking.com,True
ilikai-tower-531-yacht-harbor-view-1br,us,['Apartment'],10,0,0,booking.com,False
ilikai-marina-682-yacht-harbor-view-1br,us,['Apartment'],10,8.8,0,booking.com,True
ilikai-tower-1915-city-view-1br,us,['Apartment'],10,9.5,0,booking.com,True
tiki-bar-beach-front-pool-hot-tub-1br-bunks-boardwalk-1405,US,['House'],5,4.6,193,vrbo.com,True
2br-2ba-sunrise-beach-best-view-free-beach-chair-and-wifi,US,['House'],5,4.8,166,vrbo.com,True
beach-front-property-in-panama-city-beach-florida,US,['House'],5,4.8,238,vrbo.com,True
calypso-1205-amazing-condo-free-fun-sleeps-4-free-beach-chairs,US,['House'],5,4.5,113,vrbo.com,True
studio-sleeps-5-in-the-center-of-tarpon-springs-sponge-docks-walk-to-shops,US,['Apartment'],5,4.9,120,vrbo.com,True
new-fresh-home-with-yard-near-st-pete-pier,US,['House'],5,0.0,120,vrbo.com,True
steps-from-the-beach-fishing-pier-pool-free-wi-fi-phone-cable-patio-barefoot-beach-club-106d,US,['House'],5,4.3,287,vrbo.com,True
free-perks-included-chateaux-206-gulf-front-condo,US,['House'],5,4.9,236,vrbo.com,True
beautiful-coastal-couples-get-away-2-minutes-to-the-beach-bbq-grill-pool-bikes,US,['House'],5,5.0,112,vrbo.com,True
manasota-key-retreat-with-free-use-of-bikes-and-paddle-board,US,['House'],5,4.9,115,vrbo.com,True
premier-newly-renovated-luxury-beachfront-top-floor-condo-on-the-gulf-coast,US,['House'],5,5.0,494,vrbo.com,True
steps-to-the-beach-no-car-needed-recently-remodeled-and-a-king-size-bed-ppa,US,['Apartment'],5,4.9,181,vrbo.com,True
private-cottage-ocean-view-44-paces-to-beach-close-to-restaurants-and-shops,US,['House'],5,5.0,285,vrbo.com,True
beautiful-4-br-2ba-private-pool-home-near-weeki-wachee-springs,US,['House'],5,5.0,135,vrbo.com,True
bourbon-on-second-grill-downtown-st-pete,US,['Apartment'],5,4.8,162,vrbo.com,True
march-2024-dates-still-available-book-now,US,['House'],5,4.8,200,vrbo.com,True
destin-gulf-front-condo-top-floor-view-sleeps-6,US,['House'],5,4.9,150,vrbo.com,True
condo-8115-is-a-studio-condo-that-has-it-all,US,['House'],5,4.7,124,vrbo.com,True
a-short-walk-to-beach-with-free-beach-setup,US,['House'],5,4.7,158,vrbo.com,True
502-winter-special-book-jan-6th-today-gorgeous-gulf-sunset-east-pass-views,US,['House'],5,4.9,99,vrbo.com,True
unit-115a-gulf-view,US,['House'],5,5.0,166,vrbo.com,True
7th-floor-gulf-front-condo-in-heart-of-destin-with-pool-beach-boardwalk,US,['House'],5,4.6,222,vrbo.com,True
updated-beachfront-w-balcony-for-stunning-views,US,['House'],5,4.7,312,vrbo.com,True
cozy-industrial-chic-apartment,,['Apartment'],5,5.0,120,vrbo.com,True
the-mouse-the-comforts-of-home,,['House'],5,4.8,102,vrbo.com,True
farm-house-lux-studio-w-kitchenette-dt-orlando,,['Apartment'],5,4.3,63,vrbo.com,True
drayton-place-staycation-private-lk-pk-front-ste,,['House'],5,4.8,151,vrbo.com,True
the-breeze-tiny-house,,['House'],5,5.0,116,vrbo.com,True
sonder-at-the-point-king-suite-w-balcony,,['Apartment'],5,4.6,159,vrbo.com,True
chic-orlando-family-getaway-w-fenced-yard,,['House'],5,4.8,130,vrbo.com,True
cottage-retreat-in-the-city,,['House'],5,5.0,104,vrbo.com,True
luxurious-downtown-1-5-bed-2-bath-apartment,,['Apartment'],5,4.9,150,vrbo.com,True
2-bedroom-condo-419520-by-houzlet,,['House'],5,0.0,127,vrbo.com,True
luxury-lakeview-away-from-it-all,,['House'],5,4.8,103,vrbo.com,True
heart-of-downtown-key-west-cottage-with-off-street-parking,US,['House'],5,5.0,400,vrbo.com,True
two-bed-one-bath-ground-floor-end-unit-in-the-heart-of-old-town,US,['House'],5,5.0,369,vrbo.com,True
rose-treehouse-in-key-west,US,['House'],5,4.6,331,vrbo.com,True
poolside-cottage-411,US,['House'],5,5.0,338,vrbo.com,True
rose-haven-in-key-west,US,['House'],5,5.0,489,vrbo.com,True
the-caroline-suite-at-the-bayview-house,US,['House'],5,5.0,278,vrbo.com,True
spanish-lime-cottage-by-avantstay-old-town-key-west-location-long-stays-only,US,['House'],5,0.0,164,vrbo.com,True
royal-poinciana-cottage,US,['House'],5,4.8,351,vrbo.com,True
adorable-cottage-retreat-in-the-heart-of-old-town-steps-from-duval-pool,US,['House'],5,0.0,253,vrbo.com,True
latitude-adjustment-truman-annex-shipyard,US,['House'],5,5.0,400,vrbo.com,True
deckside-suite-1-bedroom,US,['Apartment'],5,4.6,305,vrbo.com,True
